    reftest_runner_test.go:134: Found 99 WPT reftest files
    reftest_runner_test.go:148: Summary: 99/99 passed, 0 failed
--- PASS: TestWPTReftests (3.62s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-1-N.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-1-Npercent-shrink.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-1-Npercent.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-1-auto-shrink.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-1-auto.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-1.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-N-0-unitless.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-N-0.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-N-N-shrink.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-N-N.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-N-Npercent-shrink.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-N-Npercent.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-N-auto-shrink.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-N-auto.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-N-N.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-auto.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-basis-shrink.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-basis.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-formatting-interop.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-initial-2.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/flexbox_flex-initial.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/inline-flex-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/justify-content-001.htm (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/justify-content-002.htm (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/justify-content-003.htm (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/justify-content-004.htm (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/justify-content-005.htm (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/justify-content_space-between-003.tentative.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-flexbox/nested-flex-001.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/alternates-order.html (0.07s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/ascent-descent-override.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/downloadable-font-in-iframe-print.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/downloadable-font-print.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/downloadable-font-scoped-to-document.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/first-available-font-001.html (0.06s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/first-available-font-002.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/first-available-font-003.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/first-available-font-004.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/first-available-font-005.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/first-available-font-006.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/first-available-font-007.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-colorization.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-default-01.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-default-02.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-default-03.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-default-04.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-face-local-not-family.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-face-sign-function.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-face-stretch-auto-static.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-face-stretch-auto-variable.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-face-stretch-default-variable.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-face-style-auto-static.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-face-style-auto-variable.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-face-style-default-variable.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-face-unicode-range-2.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-face-unicode-range-nbsp.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-face-weight-auto-static.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-face-weight-auto-variable.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-face-weight-default-variable.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-000.xht (0.06s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-001.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-002.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-003.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-004.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-005.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-006.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-007.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-008.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-009.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-010.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-011.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-012.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-013.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-014.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-015.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-016.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-017.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-018.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-019.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-020.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-021.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-022.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-family-name-023.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-family-name-024.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-family-name-025.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-feature-resolution-001.html (0.08s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-feature-resolution-002.html (0.08s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-feature-settings-descriptor-01.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-feature-settings-descriptor-02.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-feature-settings-descriptor-binary.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-feature-settings-tibetan.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-features-across-space-1.html (0.06s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-features-across-space-2.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-features-across-space-3.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-kerning-01.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-kerning-02.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-kerning-03.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-kerning-04.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-kerning-05.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-language-override-01.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-language-override-02.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-language-override-03.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-10.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-11.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-12.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-14.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-15.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-2.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-20.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-21.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-23.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-23b.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-24.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-25.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-26.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-27.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-28.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-29.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-30.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-palette-31.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-32.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-33.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-34.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-35.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-36.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-add-2.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-empty-font-family.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-modify-2.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-non-ident-font-family.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-remove-2.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette-values-relative-colors.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-palette.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-002.html (0.04s)
    --- SKIP: TestWPTCSS3Reftests/css-fonts/font-size-adjust-005.xht (0.01s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-size-adjust-006.xht (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-size-adjust-007.xht (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-size-adjust-008.xht (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-009.html (0.06s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-010.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-011.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-size-adjust-012.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-size-adjust-013.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-size-adjust-014.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-ic-height.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-metrics-override.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-order-001.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-reload.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-text-orientation.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-units-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-zero-1.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-adjust-zero-2.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-size-monospace-adjust.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-size-xxx-large.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-zero-1.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-zero-2.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-size-zero-3.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-01.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-02.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-03.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-04.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-05.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-06.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-07.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-08.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-09.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-10.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-11.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-12.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-13.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-14.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-15.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-16.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-17.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-stretch-18.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-01.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-02.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-03.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-04.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-05.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-06.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-07.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-08.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-synthesis-none-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-synthesis-normal-001.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-position-001.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-small-caps-first-letter.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-small-caps-first-line.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-small-caps-not-applied.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-small-caps.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-style-binary.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-style-first-letter.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-style-first-line.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-style-oblique-only.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-style.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-weight-binary.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-weight-first-letter.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-weight-first-line.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-weight-webfont-bold.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-synthesis-weight.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-01.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-02.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-03.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-04.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-01.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-02.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-03.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-04.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-05.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-06.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-07.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-08.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-09.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-10.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-11.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-12.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-13.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-14.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-15.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-16.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-17.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-18.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-19.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-alternates-layers.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-caps-01.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-caps-02.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-caps-03.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-caps-04.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-caps-05.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-caps-06.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-caps-07.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variant-caps-invalidation-container-sizing.html (0.06s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variant-caps.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-east-asian-01.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-east-asian-02.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-east-asian-03.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-east-asian-04.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-east-asian-05.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-east-asian-06.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-east-asian-07.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-east-asian-08.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-east-asian-09.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-east-asian-10.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variant-east-asian.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-emoji-003.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-emoji-004.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variant-emoji-005.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variant-emoji-2.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures-01.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures-02.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures-03.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures-04.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures-05.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures-06.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures-07.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures-08.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures-09.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures-10.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures-11.optional.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures-none-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variant-ligatures.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variant-numeric-001.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-numeric-01.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-numeric-02.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-numeric-03.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-numeric-04.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-numeric-05.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-numeric-06.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-numeric-07.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-numeric-08.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-numeric-09.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variant-numeric.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-position-01.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-position-02.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-variant-position-03.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variant-position.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variation-settings-descriptor-01.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variation-settings-descriptor-02.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variation-settings-descriptor-03.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/font-variation-settings-descriptor-04.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-weight-bolder-001.xht (0.06s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-weight-lighter-001.xht (0.06s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/font-weight-normal-001.xht (0.06s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/italic-oblique-fallback.html (0.07s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/line-gap-override.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/metrics-override-normal-keyword.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/palette-values-rule-add-2.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/palette-values-rule-delete-2.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/quoted-generic-ignored.html (0.06s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/rcap-in-monospace.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/rch-in-monospace.html (0.03s)
    --- SKIP: TestWPTCSS3Reftests/css-fonts/rem-in-monospace.html (0.01s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/rex-in-monospace.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/ric-in-monospace.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/rlh-in-monospace.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/separators.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/size-adjust-01.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/size-adjust-02.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/size-adjust-03.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/size-adjust-text-decoration.tentative.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/size-adjust-unicode-range-system-fallback.html (0.05s)
